DateOfDeparture,Departure,Arrival,WeeksToDeparture,log_PAX,std_wtd
20/05/2012,LAX,DEN,11.79166667,11.41010294,9.357532036
28/08/2012,PHX,DEN,11.26315789,10.84321248,9.15206173
28/01/2013,JFK,LAS,12.22727273,11.49443268,10.11802643
17/05/2012,CLT,ATL,9.95,11.11231759,8.255620095
13/08/2012,ORD,SEA,16.59375,11.35592107,10.9569815
25/10/2012,DFW,PHL,11.57142857,11.57511363,9.135488102
25/12/2012,DEN,LAX,15.03448276,10.39193217,11.89082107
12/02/2012,MIA,ATL,14.75,10.37053642,10.77935269
11/10/2011,ORD,EWR,11.23809524,12.13312954,8.514133907
16/05/2012,JFK,LAX,16.91428571,13.69531188,11.74827003
19/03/2012,LAS,ORD,12.625,11.150477,9.792688044
16/07/2012,MCO,PHL,13.57692308,10.22125872,9.533826417
12/09/2012,BOS,LGA,5,13.40480635,4.156047073
09/03/2012,DFW,DEN,7.133333333,11.23358372,4.718756898
20/11/2012,CLT,LGA,12.44,11.39773842,8.266801074
21/01/2013,DEN,ORD,9.631578947,10.93552998,7.158604196
05/11/2011,ATL,PHL,12.54166667,9.954379112,10.2149897
20/01/2012,DEN,DFW,10.15,11.46275505,7.005824644
26/10/2011,ATL,LAX,13.15384615,11.30011786,8.670373961
24/09/2011,PHL,ORD,11.36363636,10.44781578,7.877305888
17/02/2012,DEN,SFO,12.77272727,10.98261462,9.748903812
30/11/2011,DTW,ATL,9.105263158,10.79242331,5.801290439
19/12/2011,JFK,MIA,15.39285714,10.83763706,11.46763331
10/01/2013,PHL,MCO,13.07407407,10.52862159,8.061904365
19/09/2012,CLT,LGA,10.73684211,11.97616984,8.312254042
28/10/2011,JFK,LAX,14.83870968,13.2243749,10.09982434
29/11/2012,JFK,LAS,11.7826087,10.23673578,8.062012617
30/01/2012,LGA,MIA,11.05263158,10.84877128,9.605980106
21/03/2012,PHX,DEN,8,11.31314452,5.656854249
11/04/2012,ATL,DTW,9.888888889,10.65597315,8.930377035
24/06/2012,LAS,LAX,16.61764706,11.74738763,11.70344344
13/12/2012,LAX,ATL,10.7826087,11.55621807,7.839042855
01/09/2012,LAS,DEN,11.27272727,9.610763884,7.747084356
07/01/2013,ORD,MSP,9.235294118,11.76784461,9.417599294
19/01/2013,ATL,LAX,13.37037037,10.34162149,10.22496247
11/09/2011,DTW,ORD,10.36842105,10.88178056,7.882544191
18/10/2011,PHX,DEN,9.55,11.06843379,6.004165221
10/01/2012,ATL,SFO,13.59090909,10.40606085,11.37524083
05/03/2012,ATL,ORD,10.57142857,12.04756519,8.628855246
22/09/2011,DFW,ORD,11.95833333,13.0211389,7.83236966
20/11/2011,DFW,LGA,9,10.41308525,6.259111006
07/02/2013,LAX,IAH,13.17391304,10.5482876,11.3323839
15/12/2011,PHX,ORD,13.32,10.65597315,9.625140692
03/07/2012,DFW,LAX,14.86206897,11.21086754,10.16550237
16/07/2012,MCO,EWR,15.71428571,10.65597315,11.39154054
07/03/2012,DEN,MSP,8.133333333,10.70457462,6.545081759
01/12/2011,SEA,LAX,10.57894737,10.96183473,9.032753914
19/07/2012,DEN,LAS,12.30769231,10.48191135,8.675340827
08/08/2012,SFO,EWR,16.76666667,10.56774839,12.43377861
17/07/2012,ATL,LAX,11.86363636,11.44671215,8.41368191
19/06/2012,EWR,MCO,14,10.65597315,11.00841429
16/10/2012,LAX,SFO,15.03448276,12.87157256,11.91482498
12/04/2012,LAX,EWR,8.588235294,11.01843144,5.874295953
25/10/2011,ORD,PHL,11.61904762,11.85074607,9.041438992
08/04/2012,ATL,MCO,11.47826087,10.05048812,9.174418809
24/02/2012,ORD,MSP,11.3,11.60865056,9.476286192
07/01/2013,ATL,DTW,9.2,10.40606085,6.978161423
24/11/2011,DEN,ORD,10.17647059,8.285436883,7.307832221
04/06/2012,EWR,ATL,8.736842105,11.45875724,6.942958905
21/11/2012,LAS,DEN,11.40909091,10.14188607,8.15714172
16/02/2013,ORD,PHX,9.277777778,9.775731099,6.806619231
06/01/2013,BOS,LGA,3.5,8.944033095,2.449489743
12/10/2011,PHL,MCO,12.91666667,10.29739075,9.088533945
28/04/2012,PHL,MCO,15.89655172,10.00741517,11.99804992
04/11/2012,MSP,DEN,8.764705882,9.981085665,8.764483811
12/09/2012,SEA,SFO,11.55,11.64521988,10.1694848
27/05/2012,ATL,PHL,9.65,10.68649717,6.175290319
24/10/2011,ATL,PHL,9.789473684,12.07364919,6.671489484
11/09/2011,SFO,LAS,12.80769231,10.95660338,8.148713915
26/06/2012,LGA,BOS,5.076923077,13.00897786,3.774068063
19/04/2012,LAX,JFK,15.96969697,13.51297103,10.96153744
18/09/2011,LAS,ORD,13.67857143,11.39359863,8.511663333
21/04/2012,SFO,DFW,9.611111111,10.14188607,7.547020362
30/12/2011,LAX,LAS,16.64705882,11.81141296,11.62255475
16/07/2012,EWR,SFO,12.38095238,11.24259329,11.38189875
09/09/2012,ORD,LAS,14.15384615,11.02349244,10.48309995
26/09/2012,DEN,DFW,12.04761905,11.51007198,10.84654872
28/06/2012,SFO,SEA,11,11.72323404,8.388303545
05/02/2012,ORD,EWR,7.058823529,10.79242331,4.95568598
20/12/2011,ATL,MIA,14.75862069,10.83204493,10.93701178
03/07/2012,DFW,ORD,14.5,10.74608613,12.28997471
27/04/2012,IAH,ORD,11.05263158,11.15519249,9.033724987
28/11/2012,DFW,BOS,8.266666667,10.61238242,8.859753839
25/02/2012,DFW,LGA,10,9.918164852,6.727789971
21/05/2012,EWR,LAX,10.25,11.47072504,7.635615992
27/10/2012,SEA,ORD,11.15,9.511127243,8.499380782
09/08/2012,ORD,EWR,13.53846154,12.17175468,9.166158494
10/08/2012,DFW,ATL,9.294117647,11.88290162,7.15685603
08/09/2011,ATL,LGA,10.63636364,12.43371278,8.074330015
09/02/2012,DEN,LAX,13.08695652,11.34319081,10.09461172
23/11/2011,SEA,SFO,13.84,11.00316552,9.990328657
07/11/2012,DEN,ORD,10.94117647,10.84321248,11.55135592
06/09/2011,PHL,BOS,10.5,11.60495388,7.72505473
30/11/2011,MIA,ATL,13.29166667,10.89806866,9.534738165
22/04/2012,ATL,MSP,11.95454545,10.76939863,9.746683308
09/12/2011,ORD,DFW,12.65217391,12.46663881,9.527990801
11/05/2012,LGA,ATL,11.72727273,12.58845803,9.077349194
28/01/2012,DFW,ORD,10.05,10.30483577,7.133870286
01/07/2012,SFO,LAX,14.36666667,12.01220914,10.10456822
01/01/2013,LAX,BOS,13.66666667,9.81478961,8.948571008
04/03/2013,ATL,DTW,11.77777778,9.417859021,10.89282309
16/02/2012,LAX,ATL,14.72413793,11.88608689,9.724404322
08/11/2011,BOS,PHL,7.058823529,12.27789859,4.95568598
31/12/2011,EWR,BOS,11.55555556,7.66668009,7.625207594
05/12/2011,ORD,MSP,8.888888889,12.44081746,7.568424258
24/04/2012,MIA,ATL,11.52173913,10.8151672,10.31710656
01/04/2012,ATL,LGA,9.1,11.91137508,6.904613256
14/04/2012,ORD,DEN,9,9.077833738,6.259111006
27/08/2012,LAX,SFO,15.87096774,12.71916517,11.73809165
04/11/2012,JFK,SFO,13.11538462,11.8797109,10.23064777
04/02/2012,ATL,LAX,14.17241379,10.64980794,10.7040345
27/12/2011,PHL,MCO,17.0625,10.42008329,11.7937586
09/05/2012,ATL,LGA,9.1,12.53079663,6.896986375
11/01/2012,LAX,LAS,14.96428571,11.90193215,11.05368095
19/07/2012,LAS,SFO,13.84615385,11.19710382,10.98978547
18/02/2013,ATL,BOS,12.31818182,11.33037305,10.50345233
22/01/2012,CLT,ATL,7.4375,10.61238242,6.25
20/08/2012,LAX,ATL,14.67857143,11.36856502,11.69062167
22/02/2012,ATL,LGA,10.52380952,12.43371278,8.268125831
18/02/2013,LAS,JFK,14.03703704,10.42008329,11.2266218
17/05/2012,DEN,SEA,13.55555556,10.91421574,8.824499695
20/02/2012,BOS,SFO,7.666666667,11.26048288,5.936168397
17/11/2011,ORD,DTW,8.631578947,11.87331303,6.643380384
01/01/2013,DFW,LGA,10.27272727,9.578139569,7.635642102
29/08/2012,SFO,LAX,15.87096774,12.65916632,12.03534222
06/09/2011,DTW,ORD,8.823529412,11.338928,6.287241984
10/12/2011,SEA,LAX,11.34782609,10.30483577,7.3522334
11/09/2012,LAS,DEN,11.91666667,10.57419046,7.82369126
22/12/2011,DFW,PHL,9.75,9.556068593,9.63673527
27/12/2012,LAX,IAH,14.89285714,9.998679906,10.24636986
23/08/2012,CLT,LGA,11.05263158,11.44267977,10.14601008
11/11/2012,DEN,DFW,9.941176471,10.85983942,10.04035973
27/02/2013,SFO,SEA,11.6,11.84424789,10.47000729
12/03/2012,DEN,SFO,9.066666667,11.54860591,8.811248222
10/03/2012,JFK,SFO,12.86363636,11.81472259,10.82015515
25/11/2012,SFO,ORD,10.3,11.44671215,7.637166738
27/06/2012,LAX,SEA,11.13043478,11.54096256,9.738883396
15/02/2012,LGA,ATL,7.0625,12.41463358,5.470755585
05/01/2012,DEN,SFO,12.96153846,10.57419046,10.43256735
22/11/2011,CLT,ATL,11.19047619,10.22125872,8.394158967
21/05/2012,ORD,LAS,11.76,11.23809395,8.530728769
08/01/2013,ATL,MIA,11.27272727,10.32699416,8.865029306
21/01/2013,ATL,CLT,9.0625,10.69254248,8.185098248
02/01/2013,DTW,LGA,9.842105263,10.22125872,7.304969069
24/04/2012,EWR,SFO,14,10.54175528,12.6419216
17/01/2013,DEN,ATL,7.666666667,10.49537694,6.055300708
01/09/2012,ORD,SFO,13.57692308,10.43400108,9.411367922
15/03/2012,SFO,LAS,12.23809524,10.45468494,10.37258291
26/01/2012,ATL,LGA,7.5,12.29586821,6.121002097
23/12/2012,LAX,DFW,14.36,10.29739075,10.91970696
25/02/2012,ORD,DEN,14.92592593,10.18991385,12.65800424
13/02/2012,ATL,PHL,9.666666667,11.63067809,8
08/01/2012,SFO,BOS,11,11.04859343,8.783956668
21/11/2011,PHX,ORD,10.10526316,9.735837048,7.600400113
09/09/2012,ATL,MIA,11.82608696,10.39193217,9.74517211
28/07/2012,LAX,DEN,13.2962963,10.47514192,10.13681339
18/01/2012,DEN,ORD,8.125,10.82643597,5.414486741
08/10/2011,DFW,DEN,8.705882353,9.268581312,6.400827152
01/04/2012,DFW,BOS,8.95,10.16605456,6.660764932
05/03/2012,DFW,SFO,8.214285714,11.47866112,6.852047099
27/03/2012,DTW,ATL,8.125,9.805101403,5.863730326
12/01/2012,LAS,LAX,15.75,12.8413086,11.73635103
12/10/2011,ORD,SEA,11.38095238,11.13149489,8.315504738
06/01/2012,LAX,JFK,18.55555556,12.64862375,12.16656882
06/01/2012,JFK,MIA,16.65625,10.92490331,11.3097428
20/12/2011,ORD,LAS,9.578947368,9.578139569,6.46628684
02/01/2012,PHL,ORD,10.72727273,10.6186724,6.950038151
20/10/2012,LAX,SFO,16.76470588,11.86689314,11.60213884
20/01/2013,ATL,LGA,8.294117647,11.23809395,5.52001705
21/02/2012,ATL,LAX,12.82608696,11.63796316,9.796345209
11/01/2013,LAS,SFO,17.91428571,13.13532248,13.10673699
15/12/2012,DEN,ORD,11.4,9.21604331,7.56306816
21/04/2012,LGA,ORD,11.17647059,11.05357334,10.36360998
04/03/2012,DEN,SFO,10.75,10.91421574,9.272909042
06/08/2012,ATL,PHL,10.52173913,12.06788419,7.409266711
15/05/2012,LAS,DFW,9.25,9.765837305,9.448103866
12/05/2012,ATL,EWR,13.04761905,9.441616996,11.67679832
19/09/2011,ATL,LAX,11,11.95175082,8.140806304
16/02/2012,ORD,IAH,11.86363636,11.50617444,8.322633824
09/12/2011,PHL,ATL,9.555555556,11.54478815,7.22106577
25/09/2011,DEN,MSP,12.81481481,10.64980794,9.089457279
28/12/2011,LAX,JFK,19.68292683,12.24668487,12.84219417
28/09/2012,LAX,ORD,15.83333333,12.23879913,11.13268977
18/01/2013,LAX,ATL,14.1,12.03878882,9.312024114
01/09/2011,LGA,BOS,6.583333333,12.57970226,7.216878365
22/12/2011,LGA,MIA,18,10.2290133,11.75985194
26/03/2012,SFO,DEN,10.0952381,11.04859343,6.378908699
29/11/2011,LAS,SFO,11.57142857,10.10089594,8.194946178
16/11/2012,ATL,PHL,9.85,11.73016705,6.499190233
30/01/2012,LAX,BOS,9.166666667,10.42008329,7.770608274
23/08/2012,SEA,LAX,14.03448276,11.72323404,9.667629192
08/12/2012,LGA,BOS,3,7.949794623,2.828427125
03/01/2012,BOS,EWR,11.05555556,10.32699416,10.4288752
22/09/2011,SFO,EWR,14.53333333,11.91137508,8.861903483
30/08/2012,SEA,DEN,8.666666667,11.07336107,5.656854249
09/08/2012,ATL,DTW,8.277777778,11.26936373,6.433419689
11/10/2012,BOS,SFO,12.64,11.58261857,8.582346222
21/10/2012,PHL,BOS,8.0625,10.26730984,5.790437519
02/09/2011,ATL,MSP,8.294117647,10.63741603,5.542615649
05/01/2013,DEN,PHX,13,9.488243818,12.40071683
24/09/2011,DFW,LAX,12.95833333,10.56774839,8.69522191
18/06/2012,LAS,SFO,13.56,10.69254248,10.46454331
03/05/2012,SFO,DFW,11.27272727,11.42646248,7.734781175
16/11/2011,DEN,ATL,10.26315789,10.58700821,8.122958583
30/01/2012,ATL,ORD,12.27272727,11.84749981,11.16193283
18/11/2011,LGA,DFW,8.8125,11.63796316,7.341378163
22/10/2012,SFO,DFW,12.36363636,11.4667443,9.824873461
18/06/2012,DFW,PHL,6.928571429,10.88178056,4.921917789
06/09/2012,MSP,DEN,10.95454545,10.77518151,8.465488891
08/01/2013,SFO,BOS,10.33333333,10.58700821,6.718134662
08/02/2013,PHL,BOS,7.555555556,9.610763884,8.790777996
15/02/2013,CLT,LGA,9.0625,10.57419046,7.075485849
06/08/2012,EWR,ATL,11.52380952,11.3088124,9.912714298
17/08/2012,PHL,DFW,9,10.44092122,7.004760286
19/12/2012,LGA,ORD,11.27777778,13.3329571,10.72548123
22/05/2012,SFO,DFW,10.5,11.17859274,8.426149773
01/09/2012,ATL,EWR,15.36363636,9.13435248,12.93406523
19/01/2012,DEN,LAS,10.8,10.40606085,7.857949378
23/12/2011,ORD,DEN,13.96,10.12559797,10.41025136
11/11/2011,ATL,ORD,10.73684211,11.82132428,8.837056481
12/09/2012,PHL,MCO,15.62068966,10.28991588,11.16248114
13/12/2011,LAS,DFW,8.647058824,9.369415369,6.061571336
17/04/2012,SEA,LAX,10.52380952,11.00826806,6.997278382
20/08/2012,MCO,PHL,15.17857143,10.71652964,10.80141819
05/11/2011,EWR,ATL,9.888888889,9.393794484,7.291323521
26/10/2011,DFW,LAX,14.16666667,11.63432418,10.50327761
03/11/2011,BOS,ATL,10.75,11.53328775,8.239027791
10/08/2012,ATL,ORD,9.571428571,11.91451213,6.917885722
15/07/2012,PHL,MCO,14.48275862,10.43400108,9.50045371
23/05/2012,PHX,ORD,9.315789474,11.15989608,6.200829977
20/05/2012,BOS,ORD,13.56,11.68817708,9.874546403
05/06/2012,IAH,ORD,10.42105263,10.70457462,7.876235631
07/03/2012,SEA,LAX,8.066666667,11.22453043,6.441679757
20/04/2012,LGA,MIA,11.09090909,11.85074607,7.236870482
22/01/2013,DTW,ATL,8.947368421,10.95135731,6.778017444
27/05/2012,LAX,LAS,14.07142857,11.04360019,10.88977969
22/02/2013,SEA,DEN,7.4,10.4615289,4.910629869
10/09/2011,ORD,MSP,11.22727273,9.663900691,7.335054894
06/12/2011,ORD,ATL,6.875,11.71627517,5.315072906
17/09/2011,BOS,ORD,10.42857143,10.99804899,6.968295549
22/04/2012,ORD,MSP,8.6875,11.34319081,7.854669524
05/10/2011,JFK,MCO,13.42857143,9.963323857,9.354850481
23/04/2012,CLT,LGA,5.583333333,11.4142063,3.75277675
12/06/2012,LGA,DTW,7.466666667,10.5220199,6.653319973
01/02/2012,ORD,BOS,13.57142857,11.63067809,11.29854605
13/11/2011,LGA,MIA,13.26923077,10.83204493,9.710026539
30/12/2011,DEN,SFO,13.48,9.663900691,10.13706072
10/10/2012,LAX,DEN,11.40909091,11.19249325,8.255786374
10/06/2012,DEN,SFO,16.52,11.36435988,13.68429757
30/04/2012,ORD,SEA,12.6,10.93022421,10.99952152
18/10/2011,MIA,ATL,14.65384615,11.09294105,9.995768335
29/10/2011,BOS,SFO,13.73076923,9.981085665,9.370411698
20/08/2012,JFK,MIA,17.06060606,10.64980794,11.40158814
19/08/2012,MIA,JFK,14.82758621,10.09258868,9.603083454
06/05/2012,LAX,DFW,11.70833333,11.60865056,9.905989258
06/11/2011,ATL,LGA,9.428571429,11.92700783,6.852528209
02/12/2012,SFO,ORD,9.894736842,11.39773842,7.22568518
21/12/2011,PHX,ORD,13.65384615,10.71056171,9.818115125
11/02/2012,BOS,SFO,8.888888889,9.674348761,5.89006031
21/01/2013,DFW,BOS,9.833333333,10.69856825,7.453779144
17/03/2012,EWR,SFO,12.5,10.11740026,10.28984705
28/08/2012,DEN,ATL,12.15,10.51539476,10.14772466
11/04/2012,DFW,SFO,7.875,11.22453043,5.560275773
16/04/2012,PHL,BOS,11,11.17393612,11.35781669
15/01/2012,ORD,SFO,10.69565217,11.21543297,7.893811055
03/01/2012,LAX,DFW,15.46428571,11.82790268,11.23975136
18/12/2011,PHL,DFW,9.222222222,9.13435248,6.421980229
12/10/2011,LAX,SEA,10.85714286,11.10265448,7.584759154
02/10/2011,LAX,JFK,14.71875,13.5472401,9.602534528
02/01/2012,SFO,DFW,11.95833333,10.27487567,7.87113144
24/08/2012,ORD,PHX,10.44444444,10.34889236,9.960050923
26/02/2013,EWR,ORD,6.692307692,11.25155953,5.039586878
12/06/2012,CLT,ATL,8.222222222,10.91956718,6.467616668
07/11/2011,DEN,SEA,7.823529412,11.06349345,6.521457794
25/01/2012,ORD,MSP,11.94736842,12.25453742,10.48530021
15/11/2011,ATL,CLT,6.714285714,11.1074923,6.144773532
13/12/2011,ORD,ATL,9.444444444,11.86367489,9.338234008
26/04/2012,LAX,ORD,12.76,12.2804763,8.584287973
22/11/2012,DEN,DFW,9.631578947,9.120382559,6.841138033
24/02/2013,ATL,DEN,9.684210526,10.67434745,8.838379889
18/03/2012,MSP,DEN,10,10.08424426,8.103497187
06/09/2012,ORD,EWR,12.90909091,11.49050228,11.2076041
07/09/2012,DEN,LAS,13.48148148,10.508746,8.599509693
04/12/2011,MIA,LGA,15.59375,11.88926673,10.76391635
07/08/2012,DEN,ORD,11.56521739,10.88178056,8.072546556
22/04/2012,IAH,LAX,13.16,11.86367489,9.285652014
20/03/2012,SFO,DFW,8.894736842,11.18787125,7.171662885
24/01/2012,LAS,ORD,9.166666667,10.22125872,6.546215791
19/07/2012,DEN,DFW,8.235294118,11.81472259,5.379700407
06/11/2011,SFO,JFK,13.8,12.73134133,10.05816418
26/03/2012,ORD,DFW,11.26315789,12.50357023,9.170254481
20/11/2011,SFO,LAX,14.75862069,12.35124268,11.02806541
17/12/2012,PHL,ATL,10.18181818,11.69171258,8.003786982
21/01/2013,DFW,DEN,10.33333333,11.38529137,6.806859286
08/05/2012,SFO,BOS,8.75,11.17859274,6.197410325
20/10/2011,DEN,ATL,11.26086957,11.17393612,7.31882623
16/10/2011,ORD,IAH,10.75,11.20629091,8.490706994
27/11/2011,ATL,EWR,10.7,10.4886563,8.157011837
20/02/2012,JFK,LAS,14,11.36856502,10.75918213
26/12/2012,ATL,LAX,16.17647059,10.94609644,11.12319604
15/10/2011,CLT,ATL,7.266666667,9.319679735,4.92031745
13/09/2012,ATL,MSP,11.04347826,11.2782025,8.466394858
28/09/2012,ATL,BOS,9.3,11.27378835,7.377776016
24/07/2012,LAS,DFW,10.81818182,10.31225119,7.122308104
08/09/2011,SFO,BOS,12.62962963,11.51784273,8.66978905
03/08/2012,JFK,MCO,16.06451613,10.84877128,11.02099658
22/11/2011,DFW,SFO,9,10.14188607,6.259111006
27/09/2012,MIA,LGA,9.235294118,10.5352,7.603694922
17/08/2012,MCO,ATL,12.76,12.00923232,8.945576188
15/09/2011,SFO,BOS,12.5,12.12194525,8.392543274
24/10/2011,ORD,ATL,9.095238095,12.35619614,6.212123324
19/06/2012,ORD,PHX,11.77272727,10.50207345,8.970490342
01/04/2012,LAS,ORD,8.058823529,11.12671902,5.15352535
03/01/2013,SFO,ORD,11.71428571,10.62494123,9.808888098
07/09/2012,SEA,ORD,14.33333333,11.06349345,10.14130928
01/09/2012,BOS,EWR,14.52173913,8.569787113,11.61843975
30/10/2012,ORD,LAS,14.85185185,10.71056171,10.94989885
02/10/2012,SFO,SEA,11.71428571,11.35168729,10.27201469
08/12/2012,ORD,MSP,12.66666667,10.19779959,10.6973517
01/12/2011,SFO,DFW,9.05,11.02349244,6.847781047
04/12/2011,JFK,SFO,12.66666667,12.39777765,9.383920876
17/01/2012,ATL,EWR,9.529411765,11.15519249,8.292448727
03/07/2012,LAX,SEA,13.96551724,10.99804899,10.15762472
06/03/2012,MSP,ATL,12.6,10.8208101,9.420721841
22/01/2012,MCO,EWR,14.75,10.63118906,10.34810772
29/08/2012,ATL,MSP,11.34782609,10.91421574,7.376921603
22/10/2011,ATL,ORD,13.09090909,10.31225119,10.23955491
10/10/2011,ORD,LGA,14.32258065,13.74295114,9.470611021
22/02/2013,DEN,ATL,12.2,10.44781578,9.61687114
16/05/2012,LAS,DFW,8.555555556,9.981085665,5.436502143
04/01/2012,MCO,PHL,10.40909091,10.52862159,8.35896491
26/03/2012,DEN,MSP,11.54545455,10.93552998,8.302192899
23/02/2013,LGA,DFW,8.1875,9.307035783,5.946637705
22/09/2012,MIA,JFK,19.13333333,9.765837305,14.36886801
27/01/2012,PHX,ORD,11.33333333,10.69856825,8.386497084
07/11/2012,DEN,SEA,9.894736842,10.49537694,7.673147528
01/10/2011,DFW,SFO,11.39130435,10.48191135,7.265980072
04/11/2011,MIA,LGA,13.64,10.9088489,9.660400268
24/03/2012,LAX,ORD,14.55172414,11.80809744,9.616155331
25/01/2013,EWR,SFO,13.5,10.03337813,11.3624497
12/03/2012,SFO,LAS,11.61904762,10.89265509,9.568051999
29/11/2012,ORD,SEA,12.72727273,10.80950718,10.10978695
09/12/2012,ORD,MSP,9.952380952,11.51784273,7.984210609
21/11/2012,SFO,JFK,16.93548387,11.44671215,11.9441352
29/04/2012,ORD,IAH,9.055555556,10.84321248,6.272931787
01/11/2012,MCO,EWR,14.4137931,10.87084226,10.94309058
03/12/2011,MCO,ATL,13.96296296,10.80950718,9.525195259
13/05/2012,BOS,EWR,10.10526316,10.00741517,7.816611491
25/10/2012,LGA,MIA,14.08333333,11.36856502,11.06469775
01/05/2012,ATL,LAX,11.26315789,11.150477,10.66584427
14/01/2013,BOS,SFO,10.05555556,11.90823275,8.47468356
04/07/2012,ORD,LAX,13.88888889,10.89265509,9.390393345
31/10/2011,PHL,DFW,7.1875,10.28991588,5.588306243
28/02/2012,MIA,JFK,10.86363636,11.14574955,7.23283159
21/09/2011,DEN,LAX,13.21428571,11.57886987,9.044569244
21/09/2011,BOS,LGA,7.8,13.46854872,7.830343908
17/04/2012,LGA,ATL,7.555555556,12.2229269,5.249338583
27/09/2011,SFO,ATL,10.69565217,10.48191135,7.600447251
02/03/2012,DTW,ATL,9.631578947,10.83204493,8.427537708
28/02/2012,ATL,DFW,7.375,11.81141296,6.227626621
07/11/2012,LAS,DEN,13.69565217,10.59973847,10.98525782
03/10/2011,BOS,LAX,11.88461538,11.4746973,8.125647903
19/09/2011,EWR,LAX,12.84,11.59381966,8.3
06/10/2012,LAX,EWR,11.57142857,10.09258868,9.20093163
01/11/2011,DTW,ATL,10.7,10.83763706,7.854599725
04/08/2012,LAX,IAH,14.37037037,9.981085665,10.36691538
21/12/2011,SFO,LAS,14.6,9.972225906,11.52171862
30/04/2012,ATL,CLT,9.263157895,10.68649717,7.823341892
